device_id,device_name,sensor_name,sensor_type,sensor_tags,sensor_created_dt,sensor_updated_dt,unit,sensor_reading_dt,sensor_value
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 22:20:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 22:15:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 22:10:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 22:05:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 22:00:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 21:55:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 21:50:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 21:45:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 21:40:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 21:35:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 21:30:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 21:25:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 21:20:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 21:15:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 21:10:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 21:05:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 21:00:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 20:55:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 20:50:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 20:45:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 20:40:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 20:35:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 20:30:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 20:25:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 20:20:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 20:15:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 20:10:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 20:05:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 20:00:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 19:55:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 19:50:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 19:45:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 19:40:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 19:35:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 19:30:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 19:25:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 19:20:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 19:15:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 19:10:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 19:05:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 19:00:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 18:55:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 18:50:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 18:45:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 18:40:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 18:35:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 18:30:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 18:25:00+00","1"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 18:20:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 18:15:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 18:10:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 18:05:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 18:01:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 17:55:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 17:50:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 17:45:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 17:40:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 17:35:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 17:30:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 17:25:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 17:20:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 17:15:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 17:10:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 17:05:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 17:00:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 16:55:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 16:50:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 16:45:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 16:40:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 16:35:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 16:30:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 16:25:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 16:20:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 16:15:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 16:10:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 16:05:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 16:00:00+00","0"
"d1a91d1f-97d2-42d6-9a20-5e023c08c9c5","_AHU1_MAIN","FAN_STATUS","BOOLEAN","[""fan"", ""discharge"", ""sensor"", ""air"", ""status""]","2020-05-29 01:16:33.432545","2020-07-30 05:55:35.378377",,"2021-02-02 15:55:00+00","0"
